Code Cegid;Historique
GRAD;Ancien client CFPI - Henkel<BR>08/10/2010 : nouveau contact tél avec CL pour demande de prix<BR>23/11/2010 PHILIPPE L 
SAFTP;09/09/2010 : visite JGL pour faire un point : leurs stocks de Gardac est périmé : conseil de commande de produits valides
GLYN;"<strong>08/06/2017 JACQUES G</strong>&nbsp;:&nbsp;passé voir sur place : la société a fermé<br />
<strong>31/05/2017 JACQUES G</strong>&nbsp;:&nbsp;pas joignables malgré nombreux appels<br />
<strong>08/10/2010 JACQUES G </strong>: premier contact tél avec JGL pour des films PMUC<br />
<br />
2014 : 461 €&nbsp;&nbsp;&nbsp; 2015 : 0 €&nbsp;&nbsp;&nbsp; 2016 : 0 €"
THYI;"Fabriquent des tôles magnétiques haut de gamme pour tranformateurs et moteurs électriques, essentiellement pour l'export vers Asie<BR>11/10/2010 : premier contact : tél à JGL pour demande de visite suite à soucis de corrosion à l'export<BR>23/11/2010 : visite JGL pour phase 2<BR>16/12/2011 : offre JGL 10/416 pour deux films ZERUST Valeno 600 type F en 1300 et 1600 mm de laize<BR>30/03/2011 : commande d'essai avec du Gardac Valeno 600 (type a) laize 1500 mm car c'est plus pratique<BR>12/05/2011 : offre JGL 11/234 pour un film ZERUST Valeno 600 type F laize 1500mm, mais rouleaux chargés à 60 kg pour diminuer les fréquences de changement de rouleaux sur la machine automatique<BR>25/05/2011 : l'acheteuse Mme Hugoo demande à&nbsp;être destinataire principale des offres<BR>04/07/2011 : première commande industrielle de 50 rouleaux de film ZV600F-1500mm&nbsp;(15 K€) livraison prévue S39<BR>Action suivante : instrumenter une expé représentative Asie emballée en A et en F"
DEFIL;
MULTI;
STI;"05/10/2012 :tél à Mme Haffner par JGL pour savoir si sa société est en mesure de payer ses fournisseurs : après une période de rachats, de consolidation, d'investissements et d'ajustement de personnel, STI serait maintenant sur des rails avec un carnet de commandes bien rempli et une bonne solvabilité.<BR><BR><FONT style=""BACKGROUND-COLOR: #ffff99""><B>------------ HARTCHROM AERONAUTICS FRANCE * HYDROMETAL * CHROMAGE PYRENEEN - 10/10/2012 11:18:07 ------------</B></FONT><BR><BR>Société de traitement de surface qui chrome des&nbsp;éléments de moteurs aéronautiques<BR>Lié à Hydrometal<BR>23/09/2010 : Mme Lahore tel à JGL pour des sachets VCI"
THYB;
ELCH;"<strong>08/07/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;résiliation garantie Euler Hermès<BR><strong>20/10/2010 JACQUES G :</STRONG> tél à JGL pour préco emballages Gardac PMUC"
MMI;
BORR;20/12/2010 : tél à JGL pour infos sur pdts PMUC : fabriquent des rondelles inconel / EDF
ACES;
SAB;"<strong>27/01/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;visite effectué le 26/01/2016 suite à problème corrosion sur boitier intermediaire voir mail <BR><BR>"
BETT;
ALCO;<P>A des clients dans la sphère EDF : donc besoin de produits et de certificats PMUC</P>
KNU;
ALSTC;03/01/2013 : visite PYD + JGL / M. Hugedet + Mme Guyou suite à offre JGL 12/458 pour les sacs VCI information VCI + visite atelier assemblage
ELE01;"<strong>23/01/2017&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;tél à M. Anfray pour vœux et coordonnées récup PE : SIREC : à valoriser pour LFA<BR><strong>11/10/2016 JACQUES G</STRONG>&nbsp;:&nbsp;vu M. Anfray pour point VCI - tour atelier TTS - présentation VCI : protos housses envoyés par essayés car finalement housses VCI bleues envoyées par leur client avec les pièces à traiter - ont AIMM comme clients - voir CRV<BR><strong>16/09/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;tél M. Anfray : d'accord pour point le mardi 11/10 à 14h00 avec Mme Foisnet et M. Gérard : fait mail confirm<BR><strong>13/09/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;font du zingage, dont probablement pour Steva à demander<BR><strong>13/07/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;tél à M. Gérard qui n'a pas fait les essais de housses car&nbsp;il a changé de poste : voir avec Mme Foisnet - tél M. Anfray pour rdv : le rappeler S35<BR><strong>29/04/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;en déplacement : rappeler<BR><strong>31/03/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;pas fait essais car sur-bookés rappeler fin avril<BR><strong>07/03/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;tél M. Gérard : pas eu prod : pas pu faire essais : tél fin mars<BR><strong>23/02/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;tél à M. Gérard qui rentre de vacances : housses protos bien arrivées, mais essais pas faits : à rappeler semaine prochaine<BR><strong>22/01/2016 JACQUES G :</STRONG> demande d'envoi d'échantillon de housses à M. Gérard : HZV320F-1250x1050x1650mm et 1250x1050x1850mm<BR><strong>14/01/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;Tél Mme Haddab pour savoir si nous avons bien répondu : fait le point et revient vers nous<BR><strong>14/01/2016&nbsp;CECILE G&nbsp;:</STRONG>&nbsp;Offre sur mesure envoyée : CG 16-027<BR><strong>12/01/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;j'ai appelé Mme Haddab puis envoyé mail pour&nbsp;proposer de venir voir le site d'Isigny pour trouver une solution&nbsp;<BR><strong>08/01/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;Mme Haddab nous demande de revoir le prix des housses à la baisse : je la rappelle lundi après étude du dossier<BR><strong>26/01/2011 JACQUES G :</STRONG> appel de M. Barbé qui a des pb de corrosion lors de l'envoi en France de petites pièces vrac ébavurées huilées en sacs PE neutres<BR>CA 2012 : 6 559 €&nbsp;&nbsp;&nbsp;&nbsp; 2013 : 5 993 €&nbsp;&nbsp;&nbsp;&nbsp; 2014 : 1 775 €&nbsp;&nbsp;&nbsp;&nbsp; 2015 : 7 880 €"
EUMAC;
ISIS;Société d'ingenierie de tests
FACA;"<strong>11/09/2015&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;RDV le 29/09/2015 avec MME HEBTING<BR>&nbsp; <BR>"
RENE;"ATTENTION : cette société est une centrale d'achats pour les AIA Bordeaux&nbsp;&nbsp;&nbsp; JGL 17/03/2011<BR><strong>CG 26/08/15</STRONG> : Offre envoyée à Mr Saudel- offre identique à AIA Bordeaux, Caldic et&nbsp;Airmetec mais avec des conditions commerciales différentes.<BR>Tarif décalé d'une colonne pour Rene Ledoux<BR><strong>CP 19/05/2016 : </STRONG>Demande identique de prix que Airmetec donc tarif proposé pour René Ledoux décalé d'une colonne. offre CP 15-422"
RESS;"Fabricant de gros ressorts pour l'industrie<br />
09/02/2011 : M. Debroise, ex-GREIF a tél à JGL pour résoudre un pb de corrosion<br />
<br />
CA 2012 : 947 €&nbsp;&nbsp;&nbsp; 2013 : 1 076 €&nbsp;&nbsp;&nbsp; 2014 : 423 €&nbsp;&nbsp;&nbsp; 2015 : 1 081 €&nbsp;&nbsp;&nbsp;&nbsp; 2016 : 0 €"
SWAG;"<P>Société américaine de 1,3 milliard de $ de CA&nbsp;&nbsp;&nbsp; Vendent des raccords pour vannes<BR>09/02/2011 tél de M. Auvray à JGL pour conditionnement de vannes sous GARDAC</P>"
CATV;"<strong>27/11/2017 JACQUES G</strong>&nbsp;:&nbsp;devenu DAHER INTERNATIONAL LE VERSOUD<br />
<br />
&nbsp;"
DULIN;
SNECV;"<strong>05/04/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;discussion tel <BR><BR>"
FORBO;"<strong>21/07/2016&nbsp;ELODIE S&nbsp;:</STRONG>&nbsp;suite contact via boite info pour des problèmes de corrosion, visite le 20/07/16 : voir FAB<BR><BR><FONT face=Arial><FONT face=Arial>
<P></FONT></FONT><FONT size=2 face=""Arial, Helvetica, sans-serif"">FBO emploie 138 personnes réparties sur 2 sites de production (F-87 Saint Junien &amp; F-52 Rolampont) avec un chiffre d'affaires de 11 millions d'Euros dont 42% à l'exportation.<BR>70% de l'activité dans le ferroviaire&nbsp; 30% dans l'industrie (marine, nucléaire, militaire)<BR>10/02/2011 : Bernard Claveau / Henkel demande à JGL d'appeler M. Lapierre qui a des soucis de corrosion<BR>09/03/2011 : réalisation d'une FAB. proposition de housses et formats VCI pour protection des pièces entre la fin de fabrication et traitement cataphorèse (sous-traitance)&nbsp;</FONT></P>"
VULCN;
ZOBH;
SOMEG;
WMF;
HOUDI;
EAV;
FPALU;"<strong>06/09/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;La fonderie sous pression aluminium Florence et Peillon (Vaulx-en-Velin) a été&nbsp;reprise par le groupe GMD en 2010. Les actifs et le fond de commerce ont été&nbsp;repris et la Florence et Peillon devient FP ALU à&nbsp;compter du 21 juin 2010 (décision du tribunal de commerce de Nanterre du 17 juin 2010).<BR><BR><BR>"
SANDF;
LINC;"<strong>01/08/2017 JACQUES G</strong>&nbsp;:&nbsp;tél de Federico qui voufrait des dates pour sa consultation<br />
<strong>21/06/2017 JACQUES G</strong>&nbsp;:&nbsp;Federico nous consulte pour savoir si nous sommes toujours partant pour une nouvelle consultation<br />
<strong>30/09/2016&nbsp;ELODIE S&nbsp;:</strong>&nbsp;visite Mr Fleury : voir CR&nbsp; sachet Cortec à 0,240 € et housses à 3,82 €<br />
<strong>29/09/2016 : </strong>consultation de Cenpac IDF pour les sachets VCI de Lincoln : décidé de ne pas répondre, mais attention car ils ont dû consulter tous les fournisseurs<br />
<strong>17/12/2015&nbsp;JACQUES G&nbsp;:</strong>&nbsp;contre proposition de JM à 0,295 €/s pour 30 000 par an par 10 000<br />
<strong>16/12/2015&nbsp;JACQUES G&nbsp;:</strong> reçu commande de 10 000 sachets pour juin à 0,260 €/s&nbsp;<br />
<strong>09/12/2015&nbsp;JACQUES G&nbsp;:</strong>&nbsp;arrivé second au terme de l'E-auction : 2016 : 30 000 sachets à 0,26 € au lieu de 120 000 sachets à 0,282 € en 2015 : valider V380 plus fin début 2016 ?<br />
<strong>03/12/2015&nbsp;JACQUES G&nbsp;:</strong>&nbsp;2015 : 80 % Acobal 20 % concurrent : les 2 sont bons : veulent savoir qui ils vont mettre à 80 % en 2016<br />
<strong>01/12/2015&nbsp;JACQUES G&nbsp;:</strong>&nbsp;consultation de Frederico Giovannini pour un E-auction&nbsp;150 000 sachets/an au total&nbsp;<br />
<strong>12/06/12 : ELODIE S :</strong> visite de Lincoln suite à un problème qualité : sac difficile à ouvrir. Mr Fleury nous indique aussi que nos sacs (Valeno 320) se déchirent trop facilement par rapport aux sachets utilisés auparavant : CORTEC 70 µm. Ouverture d'une fiche réclamation pour le problème d'ouverture. Et passage en Valeno 380 pour les 2 commandes de Juillet 2012. En parallèle, envoi de 2 échantillons : Valeno 380 et Valeno 450 à Mme Bocquery<br />
<br />
CA 2012 :&nbsp;17 166 €&nbsp;&nbsp;&nbsp; 2013 : 13 525 €&nbsp;&nbsp;&nbsp;&nbsp;2014 :&nbsp;16 949 €&nbsp;&nbsp;&nbsp; 2015 : 35 290 €&nbsp;&nbsp;&nbsp; 2016 : 5 330 €<br />
&nbsp;"
BUHR;
BOWDE;"<strong>04/12/2017 JACQUES G</strong>&nbsp;:&nbsp;vu M. Ait Ali pour point sur 2017 et prévs 2018 : voir CRV<br />
<strong>27/12/2017 JACQUES G</strong>&nbsp;:&nbsp;M. Ait Ali OK / rdv 04/12 à 14h00 : confirmé par mail<br />
<strong>23/11/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Ait Ali pour dder un rdv le 28/11 à 15h00 : pas dispo : envoyé mail<br />
<strong>21/11/2017 JACQUES G</strong>&nbsp;:&nbsp;mail de M. Ait Ali pour revue à la baisse de nos prix<br />
<strong>26/10/2017 JACQUES G</strong>&nbsp;:&nbsp;envoi d'échantillons housse 1320x1130x1600&nbsp;pour M. Ait Ali : passer le voir / point<br />
<strong>01/09/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;tél à Mme Fournier pour proposer visite le 06/09 matin : en réunion : rappeler demain<br />
<br />
CA 2011 : 1 058 €&nbsp;&nbsp;&nbsp; 2012 : 3 175 €&nbsp;&nbsp;&nbsp; 2013 : 1 058 €&nbsp;&nbsp;&nbsp; 2014 : 529 €&nbsp;&nbsp;&nbsp; 2015 : 529 €&nbsp;&nbsp;&nbsp; 2016 : 701 €<br />
<br />
autre site à Bléneau 89"
DIRIC;"<strong>12/07/2016&nbsp;GERALDINE D&nbsp;:</strong>&nbsp;Appel de M. Faribault le 12/07 / ABSENT renouveler appel&nbsp; - Appel de Me Ouvrard le 12/07 / Impossible à joindre sans rdv téléphonique / faire un mail éventuellement<br />
<br />
<br />
CA 2011 : 3 917 €&nbsp;&nbsp;&nbsp;&nbsp;CA 2012 : 2 421 €&nbsp;&nbsp;&nbsp;&nbsp;CA 2013 : 11 681 €&nbsp;&nbsp;&nbsp;&nbsp;CA 2014 : 9 415 €&nbsp;&nbsp;&nbsp;&nbsp;CA 2015 : 1 889 €&nbsp;&nbsp;&nbsp;&nbsp;CA 2016 : 0 €"
LEG;"<strong>20/10/2017 JACQUES G</strong>&nbsp;:&nbsp;M. Guiberteau était à la réunion SEILA Ouest chez Tremblaye<br />
<br />
&nbsp;"
CITA;
DEFILI;
FACIL;
BAUDM;
COLPMS;
DAUP;Commandent aussi pour le compte de la société ATOS 38 Grenoble : voir aussi les offres ATOS pour vérifications des commandes
HUARD;
BURA;17/06/2011 : visite JGL tests copeaux sur bains usinage et test étanchéité : pas bons<BR>02/09/2011 : tél de JGL pour savoir où il en est : il va remettre ses bains en conformité et va me rappeler
MPC;
REEL;
NONA;25/07/2014 : JGL : même groupe que Walupack
PMG;
POM;"<strong>18/04/2017 JEAN-MICHEL B</strong>&nbsp;:&nbsp;REUNION AVEC Mme Blaise responsable qualité voir CR<br />
<br />
<strong>07/03/2017 JEAN-MICHEL B</strong>&nbsp;:&nbsp;point telephonique avec &nbsp;M BELAHCENE ras&nbsp;<br />
<br />
<strong>08/10/2015&nbsp;JEAN-MICHEL B&nbsp;:</strong>&nbsp;Visite effectuée le 08/10/2015 Mr Kalem BELAHCENE remplace MME Muck pour les achats voir CRV<br />
<br />
<strong>07/10/2015&nbsp;JEAN-MICHEL B&nbsp;:</strong>&nbsp;Contact téléphonique le 05/10/2015 visite programmée le 08/10/2015"
CART;08/07/2011 premier contact tél / JGL : ST de Defontaine pour des cages de roulements : envoyé par Defontaine pour arrêter le huilage
GRIM;"<strong>15/11/2017 JACQUES G</strong>&nbsp;:&nbsp;consultation pour une housse Galia<br />
<br />
&nbsp;"
SAIM;"<strong>13/10/2016 JACQUES G</strong>&nbsp;: appel de M. Blanchet pour des sachets VCI 'propres' : petites pièces à protéger unitairement (SGV450 - 100 x 150 mm) faible besoin (1 carton) souhaite exemple de propreté obtenue avec nos sacs et coût d'une analyse spécifique&nbsp;<br />
<br />
&nbsp;"
DPF;
PMA72;
AIEV;
IVA;"<strong>15/09/2017 JACQUES G</strong>&nbsp;:&nbsp;mail de Mme Pitois qui dit que ça va mieux<br />
<strong>01/09/2017 JACQUES G</strong>&nbsp;:&nbsp;mail à Mme Pitois pour savoir si les pièces Nexter arrivent en meilleur état : relancer si pas réponse<br />
<strong>19/05/2017 JACQUES G</strong>&nbsp;:&nbsp;informé Mme Pitois par mail de ma visite du 16/05 chez Nexter Muntions Bourges<br />
<strong>04/05/2017 JACQUES G</strong>&nbsp;:&nbsp;Vu M. Hérisson et Mme Pitois pour prise d'informations sur la corrosion Nexter : voir CRV<br />
<strong>02/05/2017 JACQUES G</strong>&nbsp;:&nbsp;M. Hérisson d'accord pour me recevoir demain à 14h00 pour un point sur corrosion Nexter<br />
<strong>02/09/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;tél M. Jakubowsky : a bien reçu l'offre et l'étudie, en phase avec Elodie pour un prochain accompagnement technique : à recontacter fin sept<br />
<strong>22/08/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;envoi d'une réactu complète tous produits<br />
<strong>15/06/2016 JACQUES G :</strong> vu M. Hérisson et M. Jakubowski pour point général : voir CRV<br />
<strong>31/05/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;envoyé mail à M. Hérisson avec proposition de 2 dates de visite : 13 ou 15 juin matin&nbsp;: OK pour le 15/06 à 10h00<br />
<strong>27/05/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;eu M. Hérisson en ligne : d'accord pour me recevoir : envoyer mail<br />
<strong>26/05/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;M. Hérisson en réunion : rappeler demain<br />
<strong>03/03/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;en relation avec SLD 42 Sorbiers<br />
CA 2011 : 0 €&nbsp;&nbsp;&nbsp;&nbsp; 2012 : 521 €&nbsp;&nbsp;&nbsp;&nbsp;2013 : 0 €&nbsp;&nbsp;&nbsp;&nbsp;2014 : 1 969 €&nbsp;&nbsp;&nbsp;&nbsp;2015 : 2 609 €&nbsp;&nbsp;&nbsp; 2016 : 1 362 €<br />
&nbsp;"
CPLUS;
OREFN;
STER;
TUY;
MORG;
ATEL;"<strong>28/11/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à Mme Afribo pour point sur dossier VCI d'ADJ : répondeur : laissé message<br />
<strong>30/08/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à Mme Afribo : essais de M. Karam&nbsp;contre housses bleues : OK pour Bogny, en cours pour AMI : attendre encore un peu. Papier VCI : réflexion prévue fin 2017.<br />
<strong>24/08/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à Mme Afribo : répondeur : laissé message et à rappeler la S prochaine<br />
<strong>21/07/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à Mme Afribo : essais lancés la semaine dernière par M. Karam : rappeler au retour des congés<br />
<strong>22/05/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Karam pour savoir comment s'est terminé l'essai avec les housses F(H) : il y avait tellement d'eau que les pièces ont fini par rouiller avant ouverture de la housse : solution non retenue : doit toujours faire des essais de validation de housses jaunes V320 contres les housses Cortec en service : relancer Mme Afribo car c'est elle qui a les échantillons<br />
<strong>03/05/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à Mme Afribo : essais housses V320 pas encore lancés, offres&nbsp;papiers VCI bien reçu pas encore exploité, offre sachets VCI pour protos bien reçue&nbsp;<br />
<strong>03/05/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Karam : a lancé les essais de housses F(H) refermées tout de suite sur pièces humides le 28/04 : grosse condensation : a priori pas de corrosion : à confirmer<br />
<strong>27/04/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Karam : pas joignable : laissé message&nbsp;&nbsp; tél Mme Afribo : en formation : rappeler demain<br />
<strong>11/04/2017 JACQUES G</strong>&nbsp;:&nbsp;offre JGL 17/278 pour les papiers VCI<br />
<strong>29/03/2017 JACQUES G</strong>&nbsp;:&nbsp;tél à M. Karam pour point sur ses essais de F(H) : n'a pas commencé : va le faire<br />
<strong>28/03/2017 JACQUES G</strong>&nbsp;:&nbsp;vu Mme Afribo pour expliciter l'offre JGL 17/207, expliquer les échantillons, répondre aux questions, organiser les essais de housses V320 dans les ateliers : voir CRV<br />
<strong>11/03/2017 JACQUES G : </strong>offre générale JGL 17/207 pour toutes les housses ADJ et&nbsp;AMI<strong>&nbsp;<br />
08/03/2017&nbsp;JACQUES G&nbsp;:</strong>&nbsp;tél à M. Karam : a bien reçu les housses F(H) : va les essayer<br />
<strong>22/02/2017&nbsp;JACQUES G&nbsp;:</strong>&nbsp;vu M. Karam pour prise en compte de sa problématique de condi de pièces conditionnées humides sortie magnétoscopie : voir CRV<br />
<strong>21/02/2017&nbsp;JACQUES G&nbsp;:</strong>&nbsp;M. Karam souhaite passage rapide car pb avec housses qui restent trop longtemps ouvertes le temps que les charges&nbsp;sèchent : étranglement logistique interne : JMB pas dispo, je reviens de Belgique : JMB OK pour que je visite demain.<br />
Appartient au groupe AMI avec Ardennes Machining Industry<br />
Bogny&nbsp;forge des biellles, Vouziers en usine une partie (distance : 65 km).&nbsp;<br />
ADJ : CA 2011 : 0 €&nbsp;&nbsp;&nbsp;&nbsp;2012 :&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;0 €&nbsp;&nbsp;&nbsp; 2013 :&nbsp; &nbsp;7 395 €&nbsp;&nbsp;&nbsp; 2014 :&nbsp; &nbsp;8 201 €&nbsp;&nbsp;&nbsp; 2015 :&nbsp; &nbsp;7 200 €&nbsp;&nbsp;&nbsp;&nbsp;2016 :&nbsp;11 335 €<br />
AMI : CA 2011 :&nbsp;0 €&nbsp;&nbsp;&nbsp;&nbsp;2012 :&nbsp;6 343&nbsp;€&nbsp;&nbsp;&nbsp;&nbsp;2013 :&nbsp;10 468 €&nbsp;&nbsp;&nbsp;&nbsp;2014 :&nbsp;20 259 €&nbsp;&nbsp;&nbsp;&nbsp;2015 :&nbsp;12 114 €&nbsp;&nbsp;&nbsp;&nbsp;2016 :&nbsp; &nbsp;8 400 €<br />
Total :&nbsp;&nbsp;&nbsp;&nbsp;2011 :&nbsp;0 €&nbsp;&nbsp;&nbsp;&nbsp;2012 :&nbsp;6 343 €&nbsp;&nbsp;&nbsp; 2013 :&nbsp;17 863 €&nbsp;&nbsp;&nbsp;&nbsp;2014 : 28 460 €&nbsp;&nbsp;&nbsp;&nbsp;2015 : 19 314 €&nbsp;&nbsp;&nbsp;&nbsp;2016 : 19 735 €&nbsp;&nbsp;&nbsp; potentiel suppl : 30 000 €"
TURBO;
PSPORT;
OERL;"<P>Effectuent des traitements de surfaces très techniques (dépôts de carbone amorphe, TiN, etc) pour des industries pointues (F1, aéro, etc).<BR>L'usine est à Limoges 87, les achats à Bons en Chablais 74<BR>&nbsp;</P>"
POL;
ALSO;"<strong>03/01/2017&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;fusion avec SERCS dans ALSENAM<BR><BR>"
PETE;
ERI;
COR;
SPIE;"<strong>29/03/2017 JACQUES G</strong>&nbsp;:&nbsp;vu M. Herduin pour présentation : voir CRV<br />
<strong>22/02/2017&nbsp;JACQUES G&nbsp;:</strong>&nbsp;M. Herduin nous consulte pour 3 articles PMUC<br />
&nbsp;"
CNPETR;
VANS;
DURAN;"<strong>23/09/2011&nbsp;PHILIPPE L&nbsp;:</STRONG>&nbsp;Potentiel 2k€ à 5 k€<BR><strong>23/09/2011&nbsp;PHILIPPE L&nbsp;:</STRONG>&nbsp;Sous-traitant de Caterpillar - expéditions vers US et vers Brésil + sites de Gosselies et Grenoble<BR>30/08/2013 : ont refusé de payer 400 € de produits conformes livrés à l'ancienne adresse et soit disant perdus : majorer les futures offres de 5 % pour amortir cet incident<BR><BR>"
ACHL;20/08/2014 : JGL : commandent pour Faiveley<BR>04/02/2015 : ils ont perdu le contrat Faiveley au profit d'Orexad Tours
DEB;
ALSCO;"<strong>02/10/2017 JACQUES G</strong>&nbsp;:&nbsp;vu M. Le Querrec de GE lors de a visite chez Daher La Courneuve : voir CRV de Daher<br />
<br />
&nbsp;"
SME;
RER;"<br />
CA 2012 : 752 €&nbsp;&nbsp;&nbsp; 2013 : 0 €&nbsp;&nbsp;&nbsp; 2014 : 2 796 €&nbsp;&nbsp;&nbsp; 2015 : 0 €&nbsp;&nbsp;&nbsp; 2016 : 2 132 €"
ROBA;
ALGO;
POINT;"<strong>23/09/2011&nbsp;PHILIPPE L&nbsp;:</STRONG>&nbsp;<BR><BR>depuis septembre 2011 - centrale d'achat de MOOG à la place de MULTIQUIP<BR>Prix offre MULTIQUIP octobre 2010 tjrs valable pour cmde 09/2011.<BR>"
WALU;"<strong>07/12/2016 JACQUES G</strong>&nbsp;: visite PHL + JGL / M. Bonesire pour point 2016 et perspectives 2017 - voir CRV&nbsp;<br />
<strong>10/04/2012&nbsp;PHILIPPE L&nbsp;:</strong>&nbsp;premières commandes en février 2012, confirmées par des commandes en mars 2012 - très satisfait des produits.<br />
<strong>23/09/2011&nbsp;PHILIPPE L&nbsp;:</strong>&nbsp;A toujours été utilisateur de film aluminisé pour emballer des machines à la grande exportation. contraint par concurrence de s'aligner sur offre d'un emballeur concurrent qui propose VCI.<br />
<strong>23/09/2011 PHILIPPE L :</strong> Potentiel : 160 machines par an + 480 housses par an pour emballer les pompes François + plusieurs centaines de housse pour emballage tout venant = potentiel entre 25 k€ &lt; 50 k€.<br />
<br />
travaillent pour : Metal Quartz, Eurodiesel,<br />
<br />
CA 2011 : 0 €&nbsp;&nbsp;&nbsp; 2012 : 18 938 €&nbsp;&nbsp;&nbsp; 2013 : 11 559 €&nbsp;&nbsp;&nbsp; 2014 : 11 230 €&nbsp;&nbsp;&nbsp; 2015 : 16 959 €&nbsp;&nbsp;&nbsp; 2016 : 19 172 €"
BERTH;
EMBAS;
ADTP;"<strong>05/02/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;visite effectuée le 04/02/2016 voir CR<BR><BR><strong>11/01/2016&nbsp;JEAN-MICHEL B&nbsp;:</STRONG>&nbsp;ME MAIRE remplace MR GOGUET RDV le 04/02/2016 à 10H<BR><BR>"
FDG;"<strong>13/01/2016&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;Ont été repris cet été par FDG Group&nbsp;&nbsp; M. Brimault parti et remplacé par M. Penard<BR><BR>CA 2015 : 548 €"
RBO;"<strong>09/10/2017 JEAN-MICHEL B</strong>&nbsp;:&nbsp;Visite effectuée à la demande de la société COSMA voir cr<br />
<br />
<strong>30/11/2016 JEAN-MICHEL B</strong>&nbsp;:&nbsp;visite effectuée le 30/11/2016 voir CR<br />
<br />
<strong>18/09/2015&nbsp;JEAN-MICHEL B&nbsp;:</strong>&nbsp;visite effectuée le 17/09/2015 voir CR<br />
<br />
20/06/12 : ES appelle Mr Gayot afin de faire un point suite à l''audit de process réalisé en Octobre 2011. RBourgeois n'a plus de problème de corrosion : changement de lubrifiant : utilisation d'un lubrifiant non chloré. Mise en place d'un osmoseur et donc le biocide a été supprimé."
AUTO;"<strong>20/03/2017&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;<BR><BR><strong>20/03/2017&nbsp;JACQUES G&nbsp;:</STRONG>&nbsp;tél à Mme Allen pour point : une partie des productions délocalisée Tunisie, une autre arrêtée, flux PSA ressourcé au Brésil : arrêt des cdes !<BR><strong>16/05/2011 JACQUES G :</STRONG> Division ISODELTA&nbsp;&nbsp; Autoliv Steering Wheels<BR><strong>06/05/2013 JACQUES G :</STRONG> visite de JGL / M. Tillet pour faire le point voir CRV<BR>CA&nbsp; 2009 : 0 €&nbsp;&nbsp; 2010 : 0 €&nbsp;&nbsp; 2011 : 21 807 €&nbsp;&nbsp; 2012 : 23 022 €&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2015 : 32 965 €&nbsp;&nbsp;&nbsp; 2016 : 8 430 €"
LEN;"<strong>08/08/2017 JACQUES G</strong>&nbsp;:&nbsp;offre de JM<br />
<strong>07/08/2017 JACQUES G</strong>&nbsp;:&nbsp;consulation pour des housses<br />
<strong>19/05/2016&nbsp;JACQUES G&nbsp;:</strong>&nbsp;Mirko Baldus nous demande si nous livrons un site français de Lenze : non&nbsp;<br />
100 p&nbsp;&nbsp;&nbsp; 86 M€ de CA<br />
&nbsp;"
CNPEB;
IMF;
SEF;
BRAMM;
